Region,Province,Sex,Disability,Status,Household Population 5 Years Old and Over with Functional Difficulty,Gender Population,Gender affected by disability per 100k
Region IV-A (CALABARZON),BATANGAS,Female,Hearing Disability,Moderate,2193,1516865.0,144
Region IV-A (CALABARZON),BATANGAS,Female,Hearing Disability,Severe,596,1516865.0,39
Region IV-A (CALABARZON),BATANGAS,Female,Mobility Disability,Mild,19804,1516865.0,1305
Region IV-A (CALABARZON),BATANGAS,Female,Mobility Disability,Moderate,3736,1516865.0,246
Region IV-A (CALABARZON),BATANGAS,Female,Mobility Disability,Severe,1956,1516865.0,128
Region IV-A (CALABARZON),BATANGAS,Female,Self-Care Disability,Mild,4193,1516865.0,276
Region IV-A (CALABARZON),BATANGAS,Female,Self-Care Disability,Moderate,1631,1516865.0,107
Region IV-A (CALABARZON),BATANGAS,Female,Self-Care Disability,Severe,2231,1516865.0,147
Region IV-A (CALABARZON),BATANGAS,Female,Visual Disability,Mild,89218,1516865.0,5881
Region IV-A (CALABARZON),BATANGAS,Female,Visual Disability,Moderate,5670,1516865.0,373
Region IV-A (CALABARZON),BATANGAS,Female,Visual Disability,Severe,936,1516865.0,61
Region IV-A (CALABARZON),BATANGAS,Male,Cognitive Disability,Mild,5938,1516865.0,391
Region IV-A (CALABARZON),BATANGAS,Male,Cognitive Disability,Moderate,1299,1516865.0,85
Region IV-A (CALABARZON),BATANGAS,Male,Cognitive Disability,Severe,671,1516865.0,44
Region IV-A (CALABARZON),BATANGAS,Male,Communication Disability,Mild,3864,1516865.0,254
Region IV-A (CALABARZON),BATANGAS,Male,Communication Disability,Moderate,1528,1516865.0,100
Region IV-A (CALABARZON),BATANGAS,Male,Communication Disability,Severe,1442,1516865.0,95
Region IV-A (CALABARZON),BATANGAS,Male,Hearing Disability,Mild,13464,1516865.0,887
Region IV-A (CALABARZON),BATANGAS,Male,Hearing Disability,Moderate,1708,1516865.0,112
Region IV-A (CALABARZON),BATANGAS,Male,Hearing Disability,Severe,625,1516865.0,41
Region IV-A (CALABARZON),BATANGAS,Male,Mobility Disability,Mild,15294,1516865.0,1008
Region IV-A (CALABARZON),BATANGAS,Male,Mobility Disability,Moderate,3359,1516865.0,221
Region IV-A (CALABARZON),BATANGAS,Male,Mobility Disability,Severe,1636,1516865.0,107
Region IV-A (CALABARZON),BATANGAS,Male,Self-Care Disability,Mild,3350,1516865.0,220
Region IV-A (CALABARZON),BATANGAS,Male,Self-Care Disability,Moderate,1539,1516865.0,101
Region IV-A (CALABARZON),BATANGAS,Male,Self-Care Disability,Severe,1994,1516865.0,131
Region IV-A (CALABARZON),BATANGAS,Male,Visual Disability,Mild,58757,1516865.0,3873
Region IV-A (CALABARZON),BATANGAS,Male,Visual Disability,Moderate,3547,1516865.0,233
Region IV-A (CALABARZON),BATANGAS,Male,Visual Disability,Severe,727,1516865.0,47
Region IV-A (CALABARZON),CAVITE,Female,Cognitive Disability,Mild,12632,2105433.0,599
Region IV-A (CALABARZON),CAVITE,Female,Cognitive Disability,Moderate,2170,2105433.0,103
Region IV-A (CALABARZON),CAVITE,Female,Cognitive Disability,Severe,859,2105433.0,40
Region IV-A (CALABARZON),CAVITE,Female,Communication Disability,Mild,5020,2105433.0,238
Region IV-A (CALABARZON),CAVITE,Female,Communication Disability,Moderate,2180,2105433.0,103
Region IV-A (CALABARZON),CAVITE,Female,Communication Disability,Severe,2134,2105433.0,101
Region IV-A (CALABARZON),CAVITE,Female,Hearing Disability,Mild,23066,2105433.0,1095
Region IV-A (CALABARZON),CAVITE,Female,Hearing Disability,Moderate,2596,2105433.0,123
Region IV-A (CALABARZON),CAVITE,Female,Hearing Disability,Severe,869,2105433.0,41
Region IV-A (CALABARZON),CAVITE,Female,Mobility Disability,Mild,23258,2105433.0,1104
Region IV-A (CALABARZON),CAVITE,Female,Mobility Disability,Moderate,4375,2105433.0,207
Region IV-A (CALABARZON),CAVITE,Female,Mobility Disability,Severe,2163,2105433.0,102
Region IV-A (CALABARZON),CAVITE,Female,Self-Care Disability,Mild,5446,2105433.0,258
Region IV-A (CALABARZON),CAVITE,Female,Self-Care Disability,Moderate,1916,2105433.0,91
Region IV-A (CALABARZON),CAVITE,Female,Self-Care Disability,Severe,2233,2105433.0,106
Region IV-A (CALABARZON),CAVITE,Female,Visual Disability,Mild,128364,2105433.0,6096
Region IV-A (CALABARZON),CAVITE,Female,Visual Disability,Moderate,7504,2105433.0,356
Region IV-A (CALABARZON),CAVITE,Female,Visual Disability,Severe,1133,2105433.0,53
Region IV-A (CALABARZON),CAVITE,Male,Cognitive Disability,Mild,7845,2105433.0,372
Region IV-A (CALABARZON),CAVITE,Male,Cognitive Disability,Moderate,1699,2105433.0,80
Region IV-A (CALABARZON),CAVITE,Male,Cognitive Disability,Severe,807,2105433.0,38
Region IV-A (CALABARZON),CAVITE,Male,Communication Disability,Mild,5129,2105433.0,243
Region IV-A (CALABARZON),CAVITE,Male,Communication Disability,Moderate,2199,2105433.0,104
Region IV-A (CALABARZON),CAVITE,Male,Communication Disability,Severe,2116,2105433.0,100
Region IV-A (CALABARZON),CAVITE,Male,Hearing Disability,Mild,17527,2105433.0,832
Region IV-A (CALABARZON),CAVITE,Male,Hearing Disability,Moderate,1921,2105433.0,91
Region IV-A (CALABARZON),CAVITE,Male,Hearing Disability,Severe,920,2105433.0,43
Region IV-A (CALABARZON),CAVITE,Male,Mobility Disability,Mild,17275,2105433.0,820
Region IV-A (CALABARZON),CAVITE,Male,Mobility Disability,Moderate,3937,2105433.0,186
Region IV-A (CALABARZON),CAVITE,Male,Mobility Disability,Severe,1837,2105433.0,87
Region IV-A (CALABARZON),CAVITE,Male,Self-Care Disability,Mild,4294,2105433.0,203
Region IV-A (CALABARZON),CAVITE,Male,Self-Care Disability,Moderate,1777,2105433.0,84
Region IV-A (CALABARZON),CAVITE,Male,Self-Care Disability,Severe,1979,2105433.0,93
Region IV-A (CALABARZON),CAVITE,Male,Visual Disability,Mild,88406,2105433.0,4198
Region IV-A (CALABARZON),CAVITE,Male,Visual Disability,Moderate,4903,2105433.0,232
Region IV-A (CALABARZON),CAVITE,Male,Visual Disability,Severe,1048,2105433.0,49
Region IV-A (CALABARZON),LAGUNA,Female,Cognitive Disability,Mild,12360,1671851.5,739
Region IV-A (CALABARZON),LAGUNA,Female,Cognitive Disability,Moderate,1627,1671851.5,97
Region IV-A (CALABARZON),LAGUNA,Female,Cognitive Disability,Severe,590,1671851.5,35
Region IV-A (CALABARZON),LAGUNA,Female,Communication Disability,Mild,4527,1671851.5,270
Region IV-A (CALABARZON),LAGUNA,Female,Communication Disability,Moderate,1720,1671851.5,102
Region IV-A (CALABARZON),LAGUNA,Female,Communication Disability,Severe,1515,1671851.5,90
Region IV-A (CALABARZON),LAGUNA,Female,Hearing Disability,Mild,19469,1671851.5,1164
Region IV-A (CALABARZON),LAGUNA,Female,Hearing Disability,Moderate,2011,1671851.5,120
Region IV-A (CALABARZON),LAGUNA,Female,Hearing Disability,Severe,639,1671851.5,38
Region IV-A (CALABARZON),LAGUNA,Female,Mobility Disability,Mild,19040,1671851.5,1138
Region IV-A (CALABARZON),LAGUNA,Female,Mobility Disability,Moderate,3306,1671851.5,197
Region IV-A (CALABARZON),LAGUNA,Female,Mobility Disability,Severe,1607,1671851.5,96
Region IV-A (CALABARZON),LAGUNA,Female,Self-Care Disability,Mild,5215,1671851.5,311
Region IV-A (CALABARZON),LAGUNA,Female,Self-Care Disability,Moderate,1485,1671851.5,88
Region IV-A (CALABARZON),LAGUNA,Female,Self-Care Disability,Severe,1672,1671851.5,100
Region IV-A (CALABARZON),LAGUNA,Female,Visual Disability,Mild,102578,1671851.5,6135
Region IV-A (CALABARZON),LAGUNA,Female,Visual Disability,Moderate,5472,1671851.5,327
Region IV-A (CALABARZON),LAGUNA,Female,Visual Disability,Severe,871,1671851.5,52
Region IV-A (CALABARZON),LAGUNA,Male,Cognitive Disability,Mild,8018,1671851.5,479
Region IV-A (CALABARZON),LAGUNA,Male,Cognitive Disability,Moderate,1235,1671851.5,73
Region IV-A (CALABARZON),LAGUNA,Male,Cognitive Disability,Severe,591,1671851.5,35
Region IV-A (CALABARZON),LAGUNA,Male,Communication Disability,Mild,4649,1671851.5,278
Region IV-A (CALABARZON),LAGUNA,Male,Communication Disability,Moderate,1554,1671851.5,92
Region IV-A (CALABARZON),LAGUNA,Male,Communication Disability,Severe,1408,1671851.5,84
Region IV-A (CALABARZON),LAGUNA,Male,Hearing Disability,Mild,14874,1671851.5,889
Region IV-A (CALABARZON),LAGUNA,Male,Hearing Disability,Moderate,1514,1671851.5,90
Region IV-A (CALABARZON),LAGUNA,Male,Hearing Disability,Severe,612,1671851.5,36
Region IV-A (CALABARZON),LAGUNA,Male,Mobility Disability,Mild,14884,1671851.5,890
Region IV-A (CALABARZON),LAGUNA,Male,Mobility Disability,Moderate,2986,1671851.5,178
Region IV-A (CALABARZON),LAGUNA,Male,Mobility Disability,Severe,1342,1671851.5,80
Region IV-A (CALABARZON),LAGUNA,Male,Self-Care Disability,Mild,4354,1671851.5,260
Region IV-A (CALABARZON),LAGUNA,Male,Self-Care Disability,Moderate,1267,1671851.5,75
Region IV-A (CALABARZON),LAGUNA,Male,Self-Care Disability,Severe,1491,1671851.5,89
Region IV-A (CALABARZON),LAGUNA,Male,Visual Disability,Mild,72256,1671851.5,4321
Region IV-A (CALABARZON),LAGUNA,Male,Visual Disability,Moderate,3632,1671851.5,217
Region IV-A (CALABARZON),LAGUNA,Male,Visual Disability,Severe,708,1671851.5,42
Region IV-A (CALABARZON),QUEZON,Female,Cognitive Disability,Mild,20337,1130016.5,1799
Region IV-A (CALABARZON),QUEZON,Female,Cognitive Disability,Moderate,2328,1130016.5,206
Region IV-A (CALABARZON),QUEZON,Female,Cognitive Disability,Severe,594,1130016.5,52
Region IV-A (CALABARZON),QUEZON,Female,Communication Disability,Mild,4193,1130016.5,371
Region IV-A (CALABARZON),QUEZON,Female,Communication Disability,Moderate,1791,1130016.5,158
Region IV-A (CALABARZON),QUEZON,Female,Communication Disability,Severe,1308,1130016.5,115
Region IV-A (CALABARZON),QUEZON,Female,Hearing Disability,Mild,21047,1130016.5,1862
Region IV-A (CALABARZON),QUEZON,Female,Hearing Disability,Moderate,2640,1130016.5,233
Region IV-A (CALABARZON),QUEZON,Female,Hearing Disability,Severe,660,1130016.5,58
Region IV-A (CALABARZON),QUEZON,Female,Mobility Disability,Mild,20891,1130016.5,1848
Region IV-A (CALABARZON),QUEZON,Female,Mobility Disability,Moderate,3834,1130016.5,339
Region IV-A (CALABARZON),QUEZON,Female,Mobility Disability,Severe,1711,1130016.5,151
Region IV-A (CALABARZON),QUEZON,Female,Self-Care Disability,Mild,4094,1130016.5,362
Region IV-A (CALABARZON),QUEZON,Female,Self-Care Disability,Moderate,1453,1130016.5,128
Region IV-A (CALABARZON),QUEZON,Female,Self-Care Disability,Severe,1797,1130016.5,159
Region IV-A (CALABARZON),QUEZON,Female,Visual Disability,Mild,91893,1130016.5,8132
Region IV-A (CALABARZON),QUEZON,Female,Visual Disability,Moderate,6254,1130016.5,553
Region IV-A (CALABARZON),QUEZON,Female,Visual Disability,Severe,736,1130016.5,65
Region IV-A (CALABARZON),QUEZON,Male,Cognitive Disability,Mild,12732,1130016.5,1126
Region IV-A (CALABARZON),QUEZON,Male,Cognitive Disability,Moderate,1621,1130016.5,143
Region IV-A (CALABARZON),QUEZON,Male,Cognitive Disability,Severe,594,1130016.5,52
Region IV-A (CALABARZON),QUEZON,Male,Communication Disability,Mild,4041,1130016.5,357
Region IV-A (CALABARZON),QUEZON,Male,Communication Disability,Moderate,1773,1130016.5,156
Region IV-A (CALABARZON),QUEZON,Male,Communication Disability,Severe,1355,1130016.5,119
Region IV-A (CALABARZON),QUEZON,Male,Hearing Disability,Mild,18071,1130016.5,1599
Region IV-A (CALABARZON),QUEZON,Male,Hearing Disability,Moderate,2357,1130016.5,208
Region IV-A (CALABARZON),QUEZON,Male,Hearing Disability,Severe,693,1130016.5,61
Region IV-A (CALABARZON),QUEZON,Male,Mobility Disability,Mild,17574,1130016.5,1555
Region IV-A (CALABARZON),QUEZON,Male,Mobility Disability,Moderate,3563,1130016.5,315
Region IV-A (CALABARZON),QUEZON,Male,Mobility Disability,Severe,1524,1130016.5,134
Region IV-A (CALABARZON),QUEZON,Male,Self-Care Disability,Mild,3286,1130016.5,290
Region IV-A (CALABARZON),QUEZON,Male,Self-Care Disability,Moderate,1310,1130016.5,115
Region IV-A (CALABARZON),QUEZON,Male,Self-Care Disability,Severe,1548,1130016.5,136
Region IV-A (CALABARZON),QUEZON,Male,Visual Disability,Mild,68259,1130016.5,6040
Region IV-A (CALABARZON),QUEZON,Male,Visual Disability,Moderate,4513,1130016.5,399
Region IV-A (CALABARZON),QUEZON,Male,Visual Disability,Severe,610,1130016.5,53
Region IV-A (CALABARZON),RIZAL,Female,Cognitive Disability,Mild,11675,1604479.5,727
Region IV-A (CALABARZON),RIZAL,Female,Cognitive Disability,Moderate,1645,1604479.5,102
Region IV-A (CALABARZON),RIZAL,Female,Cognitive Disability,Severe,646,1604479.5,40
Region IV-A (CALABARZON),RIZAL,Female,Communication Disability,Mild,3960,1604479.5,246
Region IV-A (CALABARZON),RIZAL,Female,Communication Disability,Moderate,1538,1604479.5,95
Region IV-A (CALABARZON),RIZAL,Female,Communication Disability,Severe,1470,1604479.5,91
Region IV-A (CALABARZON),RIZAL,Female,Hearing Disability,Mild,17160,1604479.5,1069
Region IV-A (CALABARZON),RIZAL,Female,Hearing Disability,Moderate,1873,1604479.5,116
Region IV-A (CALABARZON),RIZAL,Female,Hearing Disability,Severe,608,1604479.5,37
Region IV-A (CALABARZON),RIZAL,Female,Mobility Disability,Mild,16241,1604479.5,1012
Region IV-A (CALABARZON),RIZAL,Female,Mobility Disability,Moderate,2972,1604479.5,185
Region IV-A (CALABARZON),RIZAL,Female,Mobility Disability,Severe,1411,1604479.5,87
Region IV-A (CALABARZON),RIZAL,Female,Self-Care Disability,Mild,4375,1604479.5,272
Region IV-A (CALABARZON),RIZAL,Female,Self-Care Disability,Moderate,1348,1604479.5,84
Region IV-A (CALABARZON),RIZAL,Female,Self-Care Disability,Severe,1571,1604479.5,97
Region IV-A (CALABARZON),RIZAL,Female,Visual Disability,Mild,100901,1604479.5,6288
Region IV-A (CALABARZON),RIZAL,Female,Visual Disability,Moderate,6039,1604479.5,376
Region IV-A (CALABARZON),RIZAL,Female,Visual Disability,Severe,879,1604479.5,54
Region IV-A (CALABARZON),RIZAL,Male,Cognitive Disability,Mild,7468,1604479.5,465
Region IV-A (CALABARZON),RIZAL,Male,Cognitive Disability,Moderate,1324,1604479.5,82
Region IV-A (CALABARZON),RIZAL,Male,Cognitive Disability,Severe,605,1604479.5,37
Region IV-A (CALABARZON),RIZAL,Male,Communication Disability,Mild,4098,1604479.5,255
Region IV-A (CALABARZON),RIZAL,Male,Communication Disability,Moderate,1575,1604479.5,98
Region IV-A (CALABARZON),RIZAL,Male,Communication Disability,Severe,1330,1604479.5,82
Region IV-A (CALABARZON),RIZAL,Male,Hearing Disability,Mild,13792,1604479.5,859
Region IV-A (CALABARZON),RIZAL,Male,Hearing Disability,Moderate,1562,1604479.5,97
Region IV-A (CALABARZON),RIZAL,Male,Hearing Disability,Severe,573,1604479.5,35
Region IV-A (CALABARZON),RIZAL,Male,Mobility Disability,Mild,12890,1604479.5,803
Region IV-A (CALABARZON),RIZAL,Male,Mobility Disability,Moderate,2824,1604479.5,176
Region IV-A (CALABARZON),RIZAL,Male,Mobility Disability,Severe,1327,1604479.5,82
Region IV-A (CALABARZON),RIZAL,Male,Self-Care Disability,Mild,3537,1604479.5,220
Region IV-A (CALABARZON),RIZAL,Male,Self-Care Disability,Moderate,1301,1604479.5,81
Region IV-A (CALABARZON),RIZAL,Male,Self-Care Disability,Severe,1396,1604479.5,87
Region IV-A (CALABARZON),RIZAL,Male,Visual Disability,Mild,73420,1604479.5,4575
Region IV-A (CALABARZON),RIZAL,Male,Visual Disability,Moderate,4260,1604479.5,265
Region IV-A (CALABARZON),RIZAL,Male,Visual Disability,Severe,807,1604479.5,50
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Cognitive Disability,Mild,478,63864.0,748
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Cognitive Disability,Moderate,60,63864.0,93
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Cognitive Disability,Severe,21,63864.0,32
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Communication Disability,Mild,188,63864.0,294
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Communication Disability,Moderate,71,63864.0,111
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Communication Disability,Severe,64,63864.0,100
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Hearing Disability,Mild,601,63864.0,941
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Hearing Disability,Moderate,51,63864.0,79
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Hearing Disability,Severe,15,63864.0,23
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Mobility Disability,Mild,719,63864.0,1125
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Mobility Disability,Moderate,99,63864.0,155
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Mobility Disability,Severe,35,63864.0,54
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Self-Care Disability,Mild,265,63864.0,414
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Self-Care Disability,Moderate,60,63864.0,93
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Self-Care Disability,Severe,118,63864.0,184
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Visual Disability,Mild,1895,63864.0,2967
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Visual Disability,Moderate,92,63864.0,144
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Female,Visual Disability,Severe,79,63864.0,123
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Male,Cognitive Disability,Mild,366,63864.0,573
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Male,Cognitive Disability,Moderate,44,63864.0,68
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Male,Cognitive Disability,Severe,22,63864.0,34
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Male,Communication Disability,Mild,184,63864.0,288
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Male,Communication Disability,Moderate,69,63864.0,108
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Male,Communication Disability,Severe,59,63864.0,92
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Male,Hearing Disability,Mild,458,63864.0,717
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Male,Hearing Disability,Moderate,37,63864.0,57
Region IX (Zamboanga Peninsula),CITY OF ISABELA (NOT A PROVINCE),Male,Hearing Disability,Severe,16,63864.0,25
