Region,Province,RegCode_New,ProvCode_New,Disability,Sex,Status,Household Population 5 Years Old and Over with Functional Difficulty,Age: 5-19,Age: 20-34,Age: 35–54,Age: 55-80+
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Male,Moderate,18,3,3,5,7
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Male,Severe,14,3,1,2,8
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Female,All,59,3,4,3,49
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Female,Mild,32,0,1,3,28
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Female,Moderate,13,1,0,0,12
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Female,Severe,14,2,3,0,9
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Both Sexes,All,126,15,20,13,78
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Both Sexes,Mild,76,5,8,5,58
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Both Sexes,Moderate,27,4,5,5,13
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Both Sexes,Severe,23,6,7,3,7
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Male,All,68,11,15,9,33
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Male,Mild,42,5,6,3,28
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Male,Moderate,14,2,5,4,3
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Male,Severe,12,4,4,2,2
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Female,All,58,4,5,4,45
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Female,Mild,34,0,2,2,30
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Female,Moderate,13,2,0,1,10
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Female,Severe,11,2,3,1,5
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Both Sexes,All,891,22,42,245,582
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Both Sexes,Mild,839,19,40,240,540
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Both Sexes,Moderate,45,2,2,4,37
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Both Sexes,Severe,7,1,0,1,5
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Male,All,419,11,19,110,279
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Male,Mild,395,9,18,108,260
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Male,Moderate,20,1,1,2,16
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Male,Severe,4,1,0,0,3
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Female,All,472,11,23,135,303
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Female,Mild,444,10,22,132,280
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Female,Moderate,25,1,1,2,21
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Female,Severe,3,0,0,1,2
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Both Sexes,All,380,13,28,66,273
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Both Sexes,Mild,336,12,21,63,240
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Both Sexes,Moderate,36,1,5,1,29
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Both Sexes,Severe,8,0,2,2,4
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Male,All,196,8,16,31,141
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Male,Mild,171,8,12,30,121
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Male,Moderate,20,0,2,0,18
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Male,Severe,5,0,2,1,2
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Female,All,184,5,12,35,132
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Female,Mild,165,4,9,33,119
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Female,Moderate,16,1,3,1,11
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Female,Severe,3,0,0,1,2
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Both Sexes,All,415,15,18,71,311
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Both Sexes,Mild,343,8,15,60,260
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Both Sexes,Moderate,53,5,3,8,37
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Both Sexes,Severe,19,2,0,3,14
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Male,All,209,8,13,42,146
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Male,Mild,181,5,11,38,127
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Male,Moderate,20,2,2,3,13
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Male,Severe,8,1,0,1,6
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Female,All,206,7,5,29,165
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Female,Mild,162,3,4,22,133
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Female,Moderate,33,3,1,5,24
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Female,Severe,11,1,0,2,8
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Both Sexes,All,177,15,17,32,113
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Both Sexes,Mild,136,7,10,25,94
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Both Sexes,Moderate,35,6,7,7,15
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Both Sexes,Severe,6,2,0,0,4
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Male,All,78,8,5,13,52
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Male,Mild,62,3,3,11,45
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Male,Moderate,12,4,2,2,4
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Male,Severe,4,1,0,0,3
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Female,All,99,7,12,19,61
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Female,Mild,74,4,7,14,49
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Female,Moderate,23,2,5,5,11
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Female,Severe,2,1,0,0,1
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Both Sexes,All,83,13,5,6,59
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Both Sexes,Mild,39,5,3,1,30
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Both Sexes,Moderate,22,4,2,3,13
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Both Sexes,Severe,22,4,0,2,16
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Male,All,36,7,3,1,25
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Male,Mild,20,3,1,1,15
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Male,Moderate,7,2,2,0,3
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Male,Severe,9,2,0,0,7
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Female,All,47,6,2,5,34
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Female,Mild,19,2,2,0,15
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Female,Moderate,15,2,0,3,10
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Female,Severe,13,2,0,2,9
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Both Sexes,All,92,19,14,13,46
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Both Sexes,Mild,50,7,7,6,30
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Both Sexes,Moderate,27,7,3,5,12
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Both Sexes,Severe,15,5,4,2,4
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Male,All,39,9,6,5,19
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Male,Mild,21,3,2,3,13
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Male,Moderate,12,4,1,2,5
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Male,Severe,6,2,3,0,1
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Female,All,53,10,8,8,27
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Female,Mild,29,4,5,3,17
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Female,Moderate,15,3,2,3,7
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Female,Severe,9,3,1,2,3
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Both Sexes,All,4038,74,206,1091,2667
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Both Sexes,Mild,3736,59,189,1066,2422
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Both Sexes,Moderate,244,11,15,21,197
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Both Sexes,Severe,58,4,2,4,48
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Male,All,1826,37,88,513,1188
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Male,Mild,1692,26,77,499,1090
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Male,Moderate,108,8,10,13,77
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Male,Severe,26,3,1,1,21
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Female,All,2212,37,118,578,1479
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Female,Mild,2044,33,112,567,1332
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Female,Moderate,136,3,5,8,120
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Female,Severe,32,1,1,3,27
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Both Sexes,All,1629,47,80,190,1312
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Both Sexes,Mild,1340,28,51,166,1095
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Both Sexes,Moderate,238,9,23,17,189
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Both Sexes,Severe,51,10,6,7,28
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Male,All,778,27,48,109,594
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Male,Mild,645,16,32,95,502
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Male,Moderate,109,5,11,8,85
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Male,Severe,24,6,5,6,7
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Female,All,851,20,32,81,718
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Female,Mild,695,12,19,71,593
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Female,Moderate,129,4,12,9,104
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Hearing Disability,Female,Severe,27,4,1,1,21
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Both Sexes,All,1753,48,58,181,1466
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Both Sexes,Mild,1325,20,35,146,1124
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Both Sexes,Moderate,290,12,11,24,243
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Both Sexes,Severe,138,16,12,11,99
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Male,All,819,29,39,102,649
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Male,Mild,630,11,24,84,511
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Male,Moderate,133,8,8,14,103
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Male,Severe,56,10,7,4,35
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Female,All,934,19,19,79,817
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Female,Mild,695,9,11,62,613
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Female,Moderate,157,4,3,10,140
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Mobility Disability,Female,Severe,82,6,5,7,64
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Both Sexes,All,887,52,73,113,649
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Both Sexes,Mild,706,26,38,97,545
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Both Sexes,Moderate,135,17,22,14,82
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Both Sexes,Severe,46,9,13,2,22
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Male,All,374,32,36,52,254
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Male,Mild,301,18,19,45,219
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Male,Moderate,52,8,11,6,27
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Male,Severe,21,6,6,1,8
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Female,All,513,20,37,61,395
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Female,Mild,405,8,19,52,326
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Female,Moderate,83,9,11,8,55
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Cognitive Disability,Female,Severe,25,3,7,1,14
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Both Sexes,All,488,55,38,39,356
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Both Sexes,Mild,241,29,12,21,179
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Both Sexes,Moderate,105,10,10,10,75
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Both Sexes,Severe,142,16,16,8,102
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Male,All,210,38,22,17,133
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Male,Mild,107,22,7,8,70
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Male,Moderate,49,6,7,6,30
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Male,Severe,54,10,8,3,33
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Female,All,278,17,16,22,223
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Female,Mild,134,7,5,13,109
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Female,Moderate,56,4,3,4,45
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Self-Care Disability,Female,Severe,88,6,8,5,69
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Both Sexes,All,503,81,94,96,232
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Both Sexes,Mild,266,31,34,58,143
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Both Sexes,Moderate,139,23,35,25,56
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Both Sexes,Severe,98,27,25,13,33
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Male,All,265,46,63,55,101
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Male,Mild,158,20,27,41,70
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Male,Moderate,70,14,22,10,24
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Male,Severe,37,12,14,4,7
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Female,All,238,35,31,41,131
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Female,Mild,108,11,7,17,73
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Female,Moderate,69,9,13,15,32
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Communication Disability,Female,Severe,61,15,11,9,26
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Both Sexes,All,2947,63,181,1058,1645
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Both Sexes,Mild,2804,56,168,1038,1542
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Both Sexes,Moderate,123,6,10,17,90
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Both Sexes,Severe,20,1,3,3,13
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Male,All,1314,24,66,476,748
Region VIII (Eastern Visayas),EASTERN SAMAR,PH080000000,PH0802600000,Visual Disability,Male,Mild,1248,21,58,462,707
